Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath
683,120,RL,9.031974468251088,Pave,3,HLS,0,Inside,0,ClearCr,Norm,Norm,1Fam,1Story,5,4,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,PConc,2,3,2,2,1003,5,0,288,269.10422742620653,GasA,0,Y,4,1291,0,0,7.3079977304795305,1,0,1,0,2,1,2,6,6,1,Attchd,2,2,168.16146720346578,4,4,2,307,0,0,0,0,0,11,2008,WD,Normal,173000,20.763656868892614,24.135762466036685,2.0
684,20,RL,10.807102101110278,Pave,0,Lvl,0,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,8,4,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215,2,4,PConc,2,3,0,2,1059,5,0,567,319.38543649101183,GasA,0,Y,4,1668,0,0,7.574585052003258,1,0,2,0,3,1,2,7,6,1,Attchd,0,3,250.22007217496216,4,4,2,257,45,0,0,0,0,7,2007,WD,Normal,285000,22.14124193975903,23.95370856994762,3.0
685,60,RL,11.342778265981195,Pave,1,Lvl,0,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,6,4,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30,2,4,PConc,2,3,3,5,0,5,0,1195,254.0928475120337,GasA,2,Y,4,1195,644,0,7.676246268989566,0,0,2,1,4,1,3,7,6,0,Attchd,0,2,185.457077814978,4,4,2,0,81,0,0,0,0,6,2010,WD,Normal,221000,21.667975374017338,12.811049029655576,2.5
686,160,RL,9.755879121837086,Pave,0,Lvl,0,CulDSac,0,StoneBr,Norm,Norm,TwnhsE,2Story,6,4,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0,2,4,CBlock,2,3,2,2,828,3,182,180,253.30258616075008,GasA,2,Y,4,1190,900,0,7.8096080884679475,1,0,2,0,3,1,2,6,2,1,Attchd,0,2,213.29195437490873,4,4,2,219,0,0,0,0,0,9,2007,WD,Normal,207500,22.116517354447105,20.634070544918977,3.0
687,60,FV,10.67784558067542,Pave,3,Lvl,0,Inside,0,Somerst,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,2,4,PConc,2,3,3,5,0,5,0,874,201.37708423431687,GasA,0,Y,4,874,887,0,7.631093702957442,0,0,3,0,3,1,2,7,6,0,Attchd,0,2,213.5930035342452,4,4,2,144,105,0,0,0,0,8,2007,New,Partial,227875,20.875822140464066,21.906365678029132,3.0
688,160,FV,9.766880415723701,Pave,1,Lvl,0,FR2,0,Somerst,Norm,Norm,TwnhsE,2Story,6,4,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,2,4,PConc,2,3,3,2,239,5,0,312,142.8411528456393,GasA,0,Y,4,551,551,0,7.1435093860305585,0,0,2,1,2,1,2,4,6,0,Detchd,2,2,183.58894023363393,4,4,2,0,60,0,0,0,0,3,2007,WD,Normal,148800,18.422626496998003,11.032563832060978,2.5
689,20,RL,10.369883246327287,Pave,3,HLS,0,Inside,0,StoneBr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,2,4,PConc,2,3,0,2,945,5,0,474,288.67589332734343,GasA,0,Y,4,1419,0,0,7.406313193826714,1,0,2,0,2,1,2,7,6,1,Attchd,1,2,210.27602140543706,4,4,2,140,0,0,0,0,0,10,2007,New,Partial,392000,21.289752876410144,16.704016225938517,3.0
690,120,RL,10.28369643879407,Pave,0,Lvl,0,Corner,0,NridgHt,Norm,Norm,TwnhsE,1Story,5,4,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256,2,4,PConc,2,3,0,0,20,5,0,1342,280.01969695163365,GasA,0,Y,4,1362,0,0,7.363668452038529,0,0,2,0,2,1,2,6,6,1,Attchd,1,2,177.32963585277696,4,4,2,192,28,0,0,0,0,6,2007,WD,Normal,194700,21.060265860902806,20.678046078663826,2.0
691,120,RM,9.58164279155693,Pave,3,Lvl,0,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,5,4,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147,2,4,PConc,2,3,1,2,697,5,0,151,196.90430344176218,GasA,0,Y,4,848,0,0,6.871619500832339,1,0,1,0,1,1,2,3,6,1,Attchd,1,2,164.6537928111789,4,4,2,149,0,0,0,0,0,5,2008,WD,Normal,141000,18.55135508725221,17.207573753877377,2.0
692,60,RL,11.681574924584044,Pave,0,Lvl,0,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,9,5,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170,0,4,PConc,0,3,1,2,1455,5,0,989,432.13771062453486,GasA,0,Y,4,2444,1872,0,8.567408371344236,0,1,3,1,4,1,0,10,6,2,Attchd,0,3,287.32838274582446,4,4,2,382,50,0,0,0,0,1,2007,WD,Normal,755000,26.660458757845962,28.223982653914284,4.0
693,60,RL,11.947892023303462,Pave,0,Lvl,0,Inside,1,Timber,Norm,Norm,1Fam,2Story,6,4,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293,2,4,PConc,2,3,1,2,965,5,0,245,256.4584905787316,GasA,0,Y,4,1238,1281,0,8.004398645090944,1,0,2,1,4,1,2,9,6,2,Attchd,1,2,228.52436596221008,4,4,2,320,27,0,0,0,0,4,2006,WD,Normal,335000,22.871411799732083,25.534264291089755,3.5
694,30,RL,9.840018055725126,Pave,3,Lvl,0,Corner,2,OldTown,Norm,Norm,1Fam,1Story,4,5,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,BrkTil,3,3,3,5,0,5,0,1073,234.55337875611158,GasA,0,Y,4,1073,0,0,7.1158133364766885,0,0,1,0,2,1,3,4,6,0,Detchd,2,1,133.90862933245342,4,4,2,0,0,112,0,0,0,12,2006,WD,Abnorml,108480,19.765117341643016,15.006150224485014,1.0
695,50,RM,10.00342403459865,Pave,3,Lvl,0,Corner,0,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,1,BrkTil,3,3,3,5,0,5,0,927,210.38923221902692,GasA,4,Y,4,1067,472,0,7.4907861324512774,0,0,1,1,3,1,3,5,6,0,Detchd,2,2,212.9908068939074,4,4,2,112,0,0,0,0,0,4,2009,WD,Normal,141500,20.51173025703119,15.006150224485014,1.5
696,20,RL,11.081591093112001,Pave,0,Lvl,0,Inside,0,Timber,Norm,Norm,1Fam,1Story,5,5,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72,3,4,CBlock,2,1,3,2,980,3,40,92,240.85959529602593,GasA,2,Y,4,1137,0,0,7.175986968798548,1,0,2,0,2,1,2,5,6,1,Attchd,2,2,205.4295588650108,4,4,2,125,0,0,0,0,0,7,2006,WD,Normal,176000,20.014420675984088,15.821572660537043,3.0
697,30,RM,9.977528616728183,Pave,3,Lvl,0,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,4,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,4,CBlock,3,3,3,3,616,5,0,0,155.2154591997149,GasA,2,Y,4,616,0,0,6.540571822073848,0,0,1,0,2,1,3,4,6,0,Detchd,2,1,91.66063660230506,4,4,2,0,0,129,0,0,0,6,2006,WD,Normal,89000,16.99929246900797,16.06258621067506,1.0
698,20,RL,10.066069814139395,Pave,0,Lvl,0,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,6,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,PConc,0,1,2,3,210,0,551,219,219.26826301380973,GasA,1,Y,0,1148,0,0,7.185989299586006,0,1,1,0,2,1,3,6,6,0,Detchd,2,1,127.84165050972572,4,4,2,0,0,0,0,0,0,9,2006,WD,Normal,123500,19.720593144200816,0.0,1.5
699,20,RL,10.427529858031825,Pave,3,Lvl,0,Inside,0,Sawyer,RRAe,Norm,1Fam,1Story,4,7,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,3,2,553,1,117,224,204.794155018473,GasA,0,Y,4,894,0,0,6.926400570897138,1,0,1,0,3,1,3,5,6,1,Detchd,2,1,137.2518042640136,4,4,2,416,144,0,0,0,0,4,2010,WD,Normal,138500,18.818422598988928,31.749111731375972,2.0
700,120,FV,9.538831302715725,Pave,1,Lvl,0,Inside,0,Somerst,Norm,Norm,TwnhsE,1Story,6,4,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,2,4,PConc,2,3,2,2,16,5,0,1375,284.4352639011393,GasA,0,Y,4,1391,0,0,7.385581943558223,0,0,2,0,2,1,2,5,6,0,Attchd,1,2,199.02807539590023,4,4,2,156,158,0,0,0,0,7,2008,WD,Normal,196000,21.177942151563983,24.387786162917028,2.0
701,20,RL,11.131197854753369,Pave,3,Lvl,0,Inside,0,Timber,Norm,Norm,1Fam,1Story,7,4,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630,2,4,PConc,0,3,1,2,1274,5,0,526,344.416514289548,GasA,0,Y,4,1800,0,0,7.653913091526386,1,0,2,0,3,1,2,7,6,1,Attchd,0,3,268.3517286936341,4,4,2,270,78,0,0,0,0,5,2006,WD,Normal,312500,22.662158179084923,25.56800178683175,3.0
702,20,RL,10.596444241317196,Pave,3,Lvl,0,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,4,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168,3,4,CBlock,3,3,3,5,0,5,0,1164,249.17918877480946,GasA,4,Y,4,1164,0,0,7.200369439097229,0,0,1,1,3,1,3,6,6,0,Attchd,2,2,198.41594373273853,4,4,2,0,0,0,0,0,0,7,2006,COD,Normal,140000,20.199647755196604,0.0,1.5
703,60,RL,10.941359048381276,Pave,0,Lvl,0,Inside,0,StoneBr,Norm,Norm,1Fam,2Story,7,4,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466,0,4,PConc,0,1,3,5,0,5,0,1234,260.22772276160987,GasA,0,Y,4,1264,1312,0,8.027758900908303,0,0,2,1,4,1,0,10,6,1,BuiltIn,0,3,239.72223391880334,4,4,2,324,100,0,0,0,0,7,2006,New,Partial,361919,22.99992485475836,27.984677091380522,2.5
704,190,RM,10.29287586941593,Pave,3,Lvl,0,Inside,0,OldTown,Feedr,Norm,2fmCon,2Story,4,8,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,2,BrkTil,2,3,3,5,0,5,0,360,103.97468687992206,GasA,2,Y,4,1032,780,0,7.660835654102829,0,0,2,0,4,2,2,8,6,1,Detchd,2,2,241.4791565423919,4,4,0,344,0,40,0,0,0,5,2010,WD,Normal,140000,19.828917023470495,26.747150875270805,2.0
705,20,RL,10.4196895772542,Pave,3,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,6,4,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109,2,4,PConc,2,3,0,2,712,5,0,761,296.79337582521975,GasA,0,Y,4,1484,0,0,7.452913195749708,1,0,2,0,3,1,2,7,6,0,Attchd,1,2,221.98326054226882,4,4,2,0,35,0,144,0,0,5,2010,WD,Normal,213000,21.52173480894833,18.769960867659368,3.0
706,190,RM,9.88743230619333,Pave,3,Lvl,0,Inside,0,IDOTRR,Norm,Norm,2fmCon,2Story,3,4,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0,1,1,Slab,-1,-1,-1,-1,0,-1,0,0,0.0,GasA,1,N,4,372,720,0,7.134041689515168,0,0,2,0,3,2,1,7,4,0,,-1,0,0.0,-1,-1,0,0,0,0,0,0,0,7,2010,WD,Normal,55000,16.441071125523205,0.0,2.0
707,20,RL,14.021573410961986,Pave,1,Low,0,CulDSac,2,ClearCr,Norm,Norm,1Fam,1Story,6,4,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351,3,4,CBlock,2,3,1,2,1219,5,0,424,321.8606939870583,GasA,4,Y,4,1824,0,0,7.667712800139746,1,0,2,0,2,1,2,5,6,2,Attchd,2,2,260.9043022518038,4,4,2,380,48,0,0,0,0,6,2007,WD,Normal,302000,22.440179385308646,28.104652846175604,3.0
708,120,RL,10.028832026741652,Pave,3,Lvl,0,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,4,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176,2,4,PConc,2,3,3,2,863,5,0,461,274.196540542093,GasA,0,Y,4,1324,0,0,7.334241649682499,1,0,2,0,2,1,2,6,6,1,Attchd,0,2,205.12578157953644,4,4,2,192,38,0,0,0,0,12,2009,WD,Normal,254000,20.903064447909905,21.11160503906414,3.0
709,60,RL,10.51356887054617,Pave,0,Lvl,0,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,4,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0,2,4,PConc,2,3,0,5,0,5,0,728,175.77306564256733,GasA,0,Y,4,728,728,0,7.433093104952829,0,0,2,1,3,1,2,8,6,1,Attchd,0,2,158.23138405618928,4,4,2,100,24,0,0,0,0,7,2007,New,Partial,179540,19.858161659028706,15.760629348161299,2.5
710,20,RL,10.209590807634024,Pave,0,Lvl,0,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,4,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41,3,4,PConc,3,3,3,5,0,5,0,876,201.7196996690183,GasA,4,Y,4,904,0,0,6.9379384827011155,0,0,1,0,3,1,3,6,6,0,Attchd,2,1,160.8074404102432,4,4,2,0,0,0,0,0,0,12,2008,WD,Abnorml,109900,18.79563184419662,0.0,1.0
711,30,RL,9.492100672242305,Pave,0,Lvl,0,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,2,5,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0,2,4,CBlock,3,3,3,5,0,5,0,270,83.84609753166558,GasA,2,Y,4,729,0,0,6.71492188396997,0,0,1,0,2,1,3,5,1,0,,-1,0,0.0,-1,-1,0,0,0,0,0,0,0,7,2008,WD,Normal,52000,16.038467503616193,0.0,1.0
712,50,C (all),10.467891828031123,Pave,3,HLS,0,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,Stone,3,3,2,5,0,5,0,859,198.80092549202857,GasA,2,Y,4,859,319,0,7.212791857341586,0,0,1,0,2,1,3,7,6,0,Detchd,1,1,153.04987885686307,4,4,0,68,0,98,0,0,0,1,2010,WD,Abnorml,102776,19.490877973019636,18.11302304879602,1.0
713,120,RL,9.65147176112762,Pave,0,HLS,0,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,7,4,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0,2,4,PConc,2,3,2,2,767,5,0,461,259.2872167422959,GasA,2,Y,4,1228,0,0,7.255990573018996,1,0,2,0,2,1,2,5,6,1,Attchd,0,2,181.0912287008256,4,4,2,168,120,0,0,0,0,10,2008,WD,Normal,189000,20.489581318434166,23.434509476342615,3.0
714,190,RL,10.63365430208292,Pave,3,Lvl,0,Inside,0,BrkSide,RRAn,Norm,2fmCon,1Story,3,4,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160,3,4,CBlock,3,3,0,0,789,5,0,171,215.93272672488757,GasW,4,N,4,960,0,0,7.000295834240408,1,0,1,0,3,1,3,6,6,0,Detchd,2,2,212.9908068939074,4,4,2,0,288,0,0,0,0,5,2006,WD,Normal,129000,19.183422819383974,23.434509476342615,2.0
715,60,RL,11.052737024718702,Pave,0,Lvl,0,CulDSac,0,Sawyer,RRAe,Norm,1Fam,2Story,5,7,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289,2,4,CBlock,3,3,3,2,533,5,0,192,175.23367317986552,GasA,0,Y,4,725,754,0,7.449401299136814,0,0,2,1,3,1,2,6,6,0,Attchd,1,2,182.02879784683518,4,4,2,0,44,0,0,0,0,3,2010,WD,Normal,130500,19.90662453211285,9.420738574882304,2.5
716,20,RL,10.669094355609857,Pave,3,Lvl,0,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,5,4,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,3,4,CBlock,2,3,3,5,0,5,0,1064,233.08968788097357,GasA,4,Y,4,1350,0,0,7.35446485884744,0,0,2,0,3,1,3,7,6,1,Attchd,1,2,182.96525236222894,4,4,2,0,0,0,0,0,0,8,2009,WD,Normal,165000,20.395777928218617,0.0,2.0
717,70,RM,10.752959815739144,Pave,3,Bnk,0,Inside,0,OldTown,Norm,Norm,1Fam,2Story,6,7,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0,3,2,BrkTil,3,3,3,5,0,5,0,718,173.97282717610315,GasA,0,Y,4,1576,978,0,8.018804128503072,0,0,1,1,3,1,3,8,6,0,Detchd,2,2,250.80026658439397,4,4,1,0,48,143,0,0,0,7,2007,WD,Normal,159500,22.102351919982183,19.352392686172994,1.5
718,20,RL,10.650625886654035,Pave,3,Lvl,0,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,4,5,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0,3,4,CBlock,2,3,3,1,1084,5,0,92,251.08524116475073,GasA,2,Y,4,1178,0,0,7.212791857341586,0,1,1,1,3,1,2,5,6,1,Attchd,2,2,170.7019102323085,4,4,2,224,0,0,0,0,0,11,2008,WD,Normal,157000,20.259532512176822,20.852805760738832,2.0
719,60,RL,10.720783326523797,Pave,3,Lvl,0,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,6,4,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651,2,4,PConc,2,3,1,2,1173,5,0,138,272.19446560499057,GasA,0,Y,4,1325,1093,0,7.961685057098223,1,0,2,1,3,1,2,9,6,1,Attchd,1,3,329.0853810025111,4,4,2,250,154,216,0,0,0,8,2008,WD,Normal,341000,22.871411799732083,33.240618520751326,3.5
720,20,RL,10.639959653792342,Pave,0,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,4,5,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0,3,4,CBlock,2,3,1,0,523,5,0,448,217.76948467852682,GasA,4,Y,4,971,0,0,7.01211895897184,0,0,1,1,3,1,3,5,6,1,Attchd,2,1,125.12395296929101,4,4,2,0,0,0,0,0,0,5,2006,WD,Normal,128500,19.242333050754855,0.0,1.5
721,120,RL,10.094938946708359,Pave,0,Low,0,CulDSac,1,StoneBr,Norm,Norm,1Fam,1Story,7,4,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0,2,4,PConc,2,3,1,2,1148,5,0,594,336.1458596199977,GasA,4,Y,4,1742,0,0,7.619793966106427,1,0,2,0,2,1,2,5,6,1,Attchd,1,2,209.36929350743188,4,4,2,114,28,234,0,0,0,12,2006,WD,Normal,275000,22.468920162255554,26.490826108718288,3.0
722,120,RM,9.58164279155693,Pave,3,Lvl,0,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,5,4,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,2,4,PConc,2,3,0,2,662,5,0,186,196.90430344176218,GasA,0,Y,4,848,0,0,6.871619500832339,1,0,1,0,1,1,2,3,6,0,Attchd,1,2,164.6537928111789,4,4,2,160,0,0,0,0,0,5,2010,WD,Normal,143000,18.55135508725221,17.799823787313628,2.0
723,20,RL,10.374930384619878,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,3,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,3,0,191,5,0,673,199.66093546684243,GasA,0,Y,4,864,0,0,6.891001527359686,0,0,1,0,3,1,3,5,6,0,Detchd,2,2,178.2717487989096,4,4,2,0,0,0,0,0,0,7,2009,WD,Normal,124500,18.64550585425252,0.0,1.0
724,50,RL,10.383354769551229,Pave,3,Lvl,0,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,3,5,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,PConc,3,3,3,5,0,5,0,941,212.74718464240465,GasA,0,Y,4,997,473,0,7.443050048433535,0,0,2,0,4,1,3,7,6,0,Detchd,2,1,204.51791455830377,4,4,2,0,0,0,0,156,0,5,2008,WD,Normal,135000,20.38902895604831,17.58725318955686,2.0
725,20,RL,11.029636056128323,Pave,0,Lvl,0,Inside,0,Edwards,Norm,Norm,1Fam,1Story,8,4,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340,0,4,PConc,0,3,3,2,1234,5,0,464,329.82371128096827,GasA,0,Y,4,1698,0,0,7.593148693468627,1,0,2,0,3,1,0,8,6,1,Attchd,0,3,269.20794978858083,4,4,2,327,64,0,0,0,0,2,2009,WD,Normal,320000,22.318938736467015,26.968916903875584,3.0
726,20,RL,10.172000993581792,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,3,5,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0,3,4,CBlock,3,3,3,0,375,1,239,250,199.66093546684243,GasA,4,Y,4,864,0,0,6.891001527359686,0,0,1,0,3,1,2,5,6,0,Detchd,2,2,237.96232576346432,4,4,2,96,0,0,0,0,0,11,2009,WD,Normal,120500,18.64550585425252,13.924032216400862,1.0
727,20,RL,11.691642801817586,Pave,0,Lvl,0,Corner,0,Crawfor,Norm,Norm,1Fam,1Story,5,8,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260,2,2,CBlock,2,3,3,2,808,5,0,72,202.40432092714119,GasA,0,Y,4,1680,0,0,7.582050020823758,1,0,2,0,3,1,2,5,6,1,Attchd,0,2,202.08224717383408,4,4,2,292,44,0,182,0,0,12,2009,WD,Normal,222000,20.71656808222957,30.64923211326974,3.0
728,20,RL,10.237204839817059,Pave,3,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,6,4,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82,2,4,PConc,2,3,0,2,724,5,0,508,259.914353235132,GasA,0,Y,4,1232,0,0,7.259370607113277,1,0,2,0,2,1,2,6,6,0,Attchd,1,2,229.70898056567367,4,4,2,132,0,0,0,0,0,2,2009,WD,Normal,194500,20.507306098983022,16.24054193406919,3.0
729,90,RL,10.83374303568488,Pave,3,Lvl,0,Corner,0,NAmes,Norm,Norm,Duplex,1Story,4,4,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95,3,4,CBlock,3,3,3,5,0,5,0,1584,313.2409920098035,GasA,4,Y,4,1776,0,0,7.63992928233402,1,0,2,0,4,2,3,9,6,0,Detchd,2,3,302.9687488840644,4,4,2,0,25,0,0,0,0,7,2009,COD,Abnorml,110000,22.25670514022169,6.988109924845597,3.0
730,30,RM,10.028832026741652,Pave,3,Lvl,0,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,CBlock,3,3,3,1,152,5,0,628,185.0332364885655,GasA,4,Y,0,848,0,360,7.238924596332693,0,0,1,0,2,1,3,5,6,0,Detchd,2,2,201.77731253850683,4,4,2,0,23,112,0,0,0,1,2009,WD,Normal,103000,19.363841296030866,16.416188463932563,1.0
731,120,RL,9.837361145794677,Pave,0,Lvl,0,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,7,4,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0,2,4,PConc,2,3,3,2,1180,5,0,415,314.854306388121,GasA,0,Y,4,1616,0,0,7.541607755397124,1,0,2,0,2,1,2,5,6,1,Attchd,1,2,222.57973325274125,4,4,2,237,152,0,0,0,0,3,2010,WD,Normal,236500,21.993439710344113,26.90579077619214,3.0
732,80,RL,10.595061847021562,Pave,0,Lvl,0,Corner,0,Timber,Norm,Norm,1Fam,SLvl,6,4,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,2,4,PConc,0,3,0,2,786,5,0,82,200.34801166471016,GasA,0,Y,4,1146,0,0,7.184177796654991,1,0,2,0,3,1,2,6,6,1,Attchd,0,2,170.38483469189475,4,4,2,160,22,0,0,0,0,5,2007,WD,Normal,187500,19.43154975347322,18.917626340700846,3.0
733,60,RL,10.825465711797214,Pave,0,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,4,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202,2,4,PConc,2,3,0,0,252,5,0,901,247.42747845860285,GasA,0,Y,4,1153,878,0,7.779750323745647,0,0,2,1,3,1,2,8,6,1,Attchd,0,2,202.38707544324126,4,4,2,192,84,0,0,0,0,7,2008,WD,Normal,222500,21.944715129355703,22.977765261172948,2.5
734,20,RL,10.650625886654035,Pave,3,Lvl,0,Corner,0,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0,3,4,CBlock,3,3,3,1,594,5,0,270,199.66093546684243,GasA,0,Y,4,1144,0,0,7.18236314981446,1,0,1,0,3,1,3,6,6,1,Attchd,1,1,112.71848153283588,4,4,2,165,0,0,0,0,0,3,2009,WD,Normal,131400,19.415985692713434,18.0612809788311,2.0
735,20,RL,10.50768410935359,Pave,0,Lvl,0,Corner,0,Sawyer,Norm,Norm,1Fam,1Story,4,4,1968,1968,Gable,CompShg,Plywood,Plywood,None,0,3,4,PConc,3,3,3,5,0,5,0,948,213.92273469370136,GasA,4,Y,4,948,0,0,6.987243399235527,0,0,1,0,3,1,3,6,6,0,Attchd,2,1,125.12395296929101,4,4,2,147,0,0,0,0,0,5,2007,WD,Family,108000,19.11855169585729,17.097216912945118,1.0
736,75,RM,10.752959815739144,Pave,3,Lvl,0,Inside,0,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,BrkTil,2,3,2,4,390,5,0,490,202.40432092714119,GasW,1,N,4,880,888,0,7.635226244227585,0,0,1,1,2,1,3,6,6,2,Detchd,2,2,131.89347914960408,4,4,0,0,341,0,0,0,0,10,2006,WD,Normal,163000,20.903064447909905,25.330650573836742,1.5
737,90,RL,10.442148636526476,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,Duplex,1Story,2,3,1950,1950,Gable,CompShg,Stucco,Stone,None,0,3,4,CBlock,-1,-1,-1,-1,0,-1,0,0,0.0,GasA,2,N,1,1040,0,0,7.083377747205718,0,0,2,0,2,2,3,6,6,0,Detchd,2,2,158.23138405618928,4,4,2,0,0,0,0,0,0,7,2006,WD,Normal,93500,16.219423356908283,0.0,2.0
